date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:55:56	418664/418664	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:18:41%20GMT	https://www.classcentral.com/report/free-certificates/	C:/Users/T460/Desktop/yesss/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
12:55:56	192167/192167	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:18:53%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/Users/T460/Desktop/yesss/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
12:55:57	378/378	---MC-	302	error ('Found')	text/html	date:Tue,%2021%20Feb%202023%2010:55:57%20GMT	https://www.classcentral.com/new-online-courses	C:/Users/T460/Desktop/yesss/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
12:55:58	819470/819470	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:55:57%20GMT	https://www.classcentral.com/starting-this-month	C:/Users/T460/Desktop/yesss/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
12:55:58	498/498	---MC-	302	error ('Found')	text/html	date:Tue,%2021%20Feb%202023%2010:55:58%20GMT	https://www.classcentral.com/most-popular-courses	C:/Users/T460/Desktop/yesss/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
12:55:59	765366/765366	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:55:58%20GMT	https://www.classcentral.com/new-online-courses/february-2023	C:/Users/T460/Desktop/yesss/www.classcentral.com/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
12:55:59	141013/141013	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:22:48%20GMT	https://www.classcentral.com/report/most-popular-february-2023/	C:/Users/T460/Desktop/yesss/www.classcentral.com/report/most-popular-february-2023/index.html	(from https://www.classcentral.com/)
12:56:01	840975/840975	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:55:59%20GMT	https://www.classcentral.com/subject/ai	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
12:56:02	827232/827232	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:01%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
12:56:04	770912/770912	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:03%20GMT	https://www.classcentral.com/subject/internet-of-things	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
12:56:04	7823/7823	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:04%20GMT	https://www.classcentral.com/subject/computer-networking	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/computer-networking	(from https://www.classcentral.com/)
12:56:04	7811/7811	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:04%20GMT	https://www.classcentral.com/subject/machine-learning	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/machine-learning	(from https://www.classcentral.com/)
12:56:05	789385/789385	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:04%20GMT	https://www.classcentral.com/subject/information-technology	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/information-technology.html	(from https://www.classcentral.com/)
12:56:05	7940/7940	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:04%20GMT	https://www.classcentral.com/subject/devops	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/devops.4e.delayed	(from https://www.classcentral.com/)
12:56:05	7776/7776	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:05%20GMT	https://www.classcentral.com/subject/deep-learning	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/deep-learning	(from https://www.classcentral.com/)
12:56:05	7966/7966	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:05%20GMT	https://www.classcentral.com/subject/cryptography	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/cryptography.50.delayed	(from https://www.classcentral.com/)
12:56:06	7985/7985	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:06%20GMT	https://www.classcentral.com/subject/quantum-computing	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/quantum-computing.51.delayed	(from https://www.classcentral.com/)
12:56:06	7927/7927	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:06%20GMT	https://www.classcentral.com/subject/hci	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/hci.52.delayed	(from https://www.classcentral.com/)
12:56:07	8016/8016	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:07%20GMT	https://www.classcentral.com/subject/distributed-systems	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/distributed-systems.53.delayed	(from https://www.classcentral.com/)
12:56:07	7935/7935	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:07%20GMT	https://www.classcentral.com/subject/blockchain	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/blockchain.54.delayed	(from https://www.classcentral.com/)
12:56:07	8005/8005	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:07%20GMT	https://www.classcentral.com/subject/operating-systems	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/operating-systems.55.delayed	(from https://www.classcentral.com/)
12:56:08	8028/8028	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:08%20GMT	https://www.classcentral.com/subject/computer-graphics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/computer-graphics.56.delayed	(from https://www.classcentral.com/)
12:56:08	8028/8028	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:08%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/nutrition-and-wellness.57.delayed	(from https://www.classcentral.com/)
12:56:09	8025/8025	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:09%20GMT	https://www.classcentral.com/subject/disease-and-disorders	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/disease-and-disorders.58.delayed	(from https://www.classcentral.com/)
12:56:09	7969/7969	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:09%20GMT	https://www.classcentral.com/subject/public-health	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/public-health.59.delayed	(from https://www.classcentral.com/)
12:56:11	7922/7922	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:11%20GMT	https://www.classcentral.com/subject/nursing	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/nursing.5b.delayed	(from https://www.classcentral.com/)
12:56:12	789292/789292	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:11%20GMT	https://www.classcentral.com/subject/health-care	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/health-care.html	(from https://www.classcentral.com/)
12:56:12	7943/7943	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:11%20GMT	https://www.classcentral.com/subject/anatomy	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/anatomy.5c.delayed	(from https://www.classcentral.com/)
12:56:12	7821/7821	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:12%20GMT	https://www.classcentral.com/subject/veterinary-science	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/veterinary-science	(from https://www.classcentral.com/)
12:56:12	7906/7906	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:12%20GMT	https://www.classcentral.com/subject/cme	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/cme.5e.delayed	(from https://www.classcentral.com/)
12:56:13	7977/7977	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:13%20GMT	https://www.classcentral.com/subject/statistics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/statistics.5f.delayed	(from https://www.classcentral.com/)
12:56:15	7925/7925	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:15%20GMT	https://www.classcentral.com/subject/calculus	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/calculus.61.delayed	(from https://www.classcentral.com/)
12:56:16	750555/750555	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:15%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/foundations-of-mathematics.html	(from https://www.classcentral.com/)
12:56:16	8019/8019	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:15%20GMT	https://www.classcentral.com/subject/discrete-mathematics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/discrete-mathematics.62.delayed	(from https://www.classcentral.com/)
12:56:16	7774/7774	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:16%20GMT	https://www.classcentral.com/subject/trigonometry	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/trigonometry	(from https://www.classcentral.com/)
12:56:34	751769/751769	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:18%20GMT	https://www.classcentral.com/subject/geometry	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/geometry.html	(from https://www.classcentral.com/)
12:56:36	762852/762852	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:35%20GMT	https://www.classcentral.com/subject/algebra	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/algebra.html	(from https://www.classcentral.com/)
12:56:38	744299/744299	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:36%20GMT	https://www.classcentral.com/subject/precalculus	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/precalculus.html	(from https://www.classcentral.com/)
12:56:38	7777/7777	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:38%20GMT	https://www.classcentral.com/subject/combinatorics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/combinatorics	(from https://www.classcentral.com/)
12:56:39	719558/719558	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:37%20GMT	https://www.classcentral.com/subject/number-theory	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/number-theory.html	(from https://www.classcentral.com/)
12:56:39	8013/8013	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:39%20GMT	https://www.classcentral.com/subject/mathematical-logic	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/mathematical-logic.69.delayed	(from https://www.classcentral.com/)
12:56:39	7821/7821	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:39%20GMT	https://www.classcentral.com/subject/linear-programming	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/linear-programming	(from https://www.classcentral.com/)
12:56:41	7922/7922	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:41%20GMT	https://www.classcentral.com/subject/finance	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/finance.6c.delayed	(from https://www.classcentral.com/)
12:56:41	8002/8002	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:41%20GMT	https://www.classcentral.com/subject/entrepreneurship	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/entrepreneurship.6d.delayed	(from https://www.classcentral.com/)
12:56:42	794930/794930	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:41%20GMT	https://www.classcentral.com/subject/management-and-leadership	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/management-and-leadership.html	(from https://www.classcentral.com/)
12:56:42	7761/7761	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:42%20GMT	https://www.classcentral.com/subject/marketing	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/marketing	(from https://www.classcentral.com/)
12:56:43	8019/8019	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:43%20GMT	https://www.classcentral.com/subject/strategic-management	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/strategic-management.6f.delayed	(from https://www.classcentral.com/)
12:56:46	770923/770923	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:45%20GMT	https://www.classcentral.com/subject/industry-specific	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/industry-specific.html	(from https://www.classcentral.com/)
12:56:48	7743/7743	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:56:48%20GMT	https://www.classcentral.com/subject/accounting	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/accounting	(from https://www.classcentral.com/)
12:56:50	776934/776934	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:47%20GMT	https://www.classcentral.com/subject/business-intelligence	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/business-intelligence.html	(from https://www.classcentral.com/)
12:57:01	763521/763521	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:56:52%20GMT	https://www.classcentral.com/subject/human-resources	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/human-resources.html	(from https://www.classcentral.com/)
12:57:03	779664/779664	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:01%20GMT	https://www.classcentral.com/subject/project-management	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/project-management.html	(from https://www.classcentral.com/)
12:57:04	762416/762416	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:03%20GMT	https://www.classcentral.com/subject/sales	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/sales.html	(from https://www.classcentral.com/)
12:57:04	7793/7793	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:04%20GMT	https://www.classcentral.com/subject/business-software	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/business-software	(from https://www.classcentral.com/)
12:57:06	764218/764218	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:04%20GMT	https://www.classcentral.com/subject/design-thinking	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/design-thinking.html	(from https://www.classcentral.com/)
12:57:06	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:06%20GMT	https://www.classcentral.com/subject/risk-management	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/risk-management.78.delayed	(from https://www.classcentral.com/)
12:57:07	7714/7714	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:07%20GMT	https://www.classcentral.com/subject/csr	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/csr	(from https://www.classcentral.com/)
12:57:07	8003/8003	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:07%20GMT	https://www.classcentral.com/subject/customer-service	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/customer-service.7a.delayed	(from https://www.classcentral.com/)
12:57:07	7953/7953	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:07%20GMT	https://www.classcentral.com/subject/nonprofit	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/nonprofit.7b.delayed	(from https://www.classcentral.com/)
12:57:08	7956/7956	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:08%20GMT	https://www.classcentral.com/subject/innovation	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/innovation.7c.delayed	(from https://www.classcentral.com/)
12:57:08	8048/8048	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:08%20GMT	https://www.classcentral.com/subject/operations-management	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/operations-management.7d.delayed	(from https://www.classcentral.com/)
12:57:09	7922/7922	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:09%20GMT	https://www.classcentral.com/subject/history	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/history.7e.delayed	(from https://www.classcentral.com/)
12:57:09	7935/7935	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:09%20GMT	https://www.classcentral.com/subject/literature	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/literature.7f.delayed	(from https://www.classcentral.com/)
12:57:09	8006/8006	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:09%20GMT	https://www.classcentral.com/subject/language-learning	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/language-learning.80.delayed	(from https://www.classcentral.com/)
12:57:11	7977/7977	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:11%20GMT	https://www.classcentral.com/subject/philosophy	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/philosophy.82.delayed	(from https://www.classcentral.com/)
12:57:11	7946/7946	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:11%20GMT	https://www.classcentral.com/subject/religion	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/religion.83.delayed	(from https://www.classcentral.com/)
12:57:12	827059/827059	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:11%20GMT	https://www.classcentral.com/subject/grammar-writing	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/grammar-writing.html	(from https://www.classcentral.com/)
12:57:12	7714/7714	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:12%20GMT	https://www.classcentral.com/subject/esl	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/esl	(from https://www.classcentral.com/)
12:57:13	7922/7922	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:13%20GMT	https://www.classcentral.com/subject/culture	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/culture.85.delayed	(from https://www.classcentral.com/)
12:57:15	7956/7956	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:15%20GMT	https://www.classcentral.com/subject/journalism	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/journalism.87.delayed	(from https://www.classcentral.com/)
12:57:16	760696/760696	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:14%20GMT	https://www.classcentral.com/subject/sports	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/sports.html	(from https://www.classcentral.com/)
12:57:16	7939/7939	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:16%20GMT	https://www.classcentral.com/subject/ethics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/ethics.88.delayed	(from https://www.classcentral.com/)
12:57:16	7767/7767	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:16%20GMT	https://www.classcentral.com/subject/linguistics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/linguistics	(from https://www.classcentral.com/)
12:57:18	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:18%20GMT	https://www.classcentral.com/subject/library-science	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/library-science.8b.delayed	(from https://www.classcentral.com/)
12:57:18	7943/7943	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:18%20GMT	https://www.classcentral.com/subject/reading	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/reading.8c.delayed	(from https://www.classcentral.com/)
12:57:19	761546/761546	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:18%20GMT	https://www.classcentral.com/subject/food	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/food.html	(from https://www.classcentral.com/)
12:57:19	7793/7793	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:19%20GMT	https://www.classcentral.com/subject/crisis-management	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/crisis-management	(from https://www.classcentral.com/)
12:57:19	8051/8051	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:19%20GMT	https://www.classcentral.com/subject/electrical-engineering	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/electrical-engineering.8e.delayed	(from https://www.classcentral.com/)
12:57:21	7985/7985	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:21%20GMT	https://www.classcentral.com/subject/civil-engineering	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/civil-engineering.90.delayed	(from https://www.classcentral.com/)
12:57:21	7946/7946	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:21%20GMT	https://www.classcentral.com/subject/robotics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/robotics.91.delayed	(from https://www.classcentral.com/)
12:57:22	773182/773182	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:21%20GMT	https://www.classcentral.com/subject/mechanical-engineering	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/mechanical-engineering.html	(from https://www.classcentral.com/)
12:57:22	7801/7801	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:22%20GMT	https://www.classcentral.com/subject/nanotechnology	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/nanotechnology	(from https://www.classcentral.com/)
12:57:23	7927/7927	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:23%20GMT	https://www.classcentral.com/subject/gis	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/gis.93.delayed	(from https://www.classcentral.com/)
12:57:25	7968/7968	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:25%20GMT	https://www.classcentral.com/subject/manufacturing	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/manufacturing.95.delayed	(from https://www.classcentral.com/)
12:57:25	7906/7906	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:25%20GMT	https://www.classcentral.com/subject/bim	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/bim.96.delayed	(from https://www.classcentral.com/)
12:57:26	760641/760641	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:24%20GMT	https://www.classcentral.com/subject/textiles	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/textiles.html	(from https://www.classcentral.com/)
12:57:26	7691/7691	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:26%20GMT	https://www.classcentral.com/subject/cad	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/cad	(from https://www.classcentral.com/)
12:57:28	7972/7972	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:28%20GMT	https://www.classcentral.com/subject/energy-systems	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/energy-systems.99.delayed	(from https://www.classcentral.com/)
12:57:28	8047/8047	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:28%20GMT	https://www.classcentral.com/subject/aerospace-engineering	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/aerospace-engineering.9a.delayed	(from https://www.classcentral.com/)
12:57:29	745812/745812	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:28%20GMT	https://www.classcentral.com/subject/chemical-engineering	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/chemical-engineering.html	(from https://www.classcentral.com/)
12:57:29	7740/7740	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:29%20GMT	https://www.classcentral.com/subject/chemistry	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/chemistry	(from https://www.classcentral.com/)
12:57:31	8048/8048	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:31%20GMT	https://www.classcentral.com/subject/environmental-science	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/environmental-science.9d.delayed	(from https://www.classcentral.com/)
12:57:31	7953/7953	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:31%20GMT	https://www.classcentral.com/subject/astronomy	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/astronomy.9e.delayed	(from https://www.classcentral.com/)
12:57:32	781313/781313	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:31%20GMT	https://www.classcentral.com/subject/physics	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/physics.html	(from https://www.classcentral.com/)
12:57:33	7751/7751	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:33%20GMT	https://www.classcentral.com/subject/biology	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/biology	(from https://www.classcentral.com/)
12:57:34	8006/8006	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:34%20GMT	https://www.classcentral.com/subject/materials-science	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/materials-science.a1.delayed	(from https://www.classcentral.com/)
12:57:36	770126/770126	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2010:57:34%20GMT	https://www.classcentral.com/subject/agriculture	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/agriculture.html	(from https://www.classcentral.com/)
12:57:36	7990/7990	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:35%20GMT	https://www.classcentral.com/subject/earth-science	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/earth-science.a2.delayed	(from https://www.classcentral.com/)
12:57:36	7787/7787	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2010:57:36%20GMT	https://www.classcentral.com/subject/applied-science	C:/Users/T460/Desktop/yesss/www.classcentral.com/subject/applied-science	(from https://www.classcentral.com/)
